eta,ref_id,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
0.25,9,0.2,-0.0615057105585199,-0.4944770374373592,0.1891359325184152,0.1891359325184152
0.25,9,0.3,-0.1178340821312681,-0.3878431726435539,1.7974554737174668,1.7974554737174668
0.25,9,0.4,-0.1390743450872307,-0.1349859426938657,1.772017800928719,1.772017800928719
0.25,9,0.5,-0.1448312706700413,-0.03343961245781,0.5951272074373313,0.5951272074373313
0.25,9,0.6,-0.1457622675787927,-0.0159605012063995,0.0736232520680205,0.0736232520680205
0.25,9,0.7,-0.1480233709113212,-0.0187149620442059,-0.014771040274961025,0.0
0.25,9,0.8,-0.1495052599876339,-0.0189147092613917,0.019595881612523527,0.019595881612523527
0.25,9,0.9,-0.1518063127635996,-0.0147957857217012,0.061668327888230026,0.061668327888230026
0.25,9,1.0,-0.1524644171319741,-0.0065810436837457,0.08214742037955503,0.08214742037955503
0.3,0,0.1,-0.0281324581632969,-0.6986759120553218,1.3614779890227513,1.3614779890227513
0.3,0,0.2,-0.098000049368829,-0.5625281131530466,2.402240641834328,2.402240641834328
0.3,0,0.3,-0.1406380807939062,-0.2182277836884564,2.6758259068002106,2.6758259068002106
0.3,0,0.4,-0.1416456061065203,-0.0273629317930046,0.9257377889985251,0.9257377889985251
0.3,0,0.5,-0.1461106671525071,-0.0330802258887513,0.08549601475738303,0.08549601475738303
0.3,0,0.6,-0.1482616512842706,-0.010263728841528,0.07117148982945955,0.07117148982945955
0.3,0,0.7,-0.1481634129208127,-0.0188459279228594,-0.07585788545363048,0.0
0.3,0,0.8,-0.1520308368688424,-0.0254353059322541,-0.05090596665465648,0.0
0.3,0,0.9,-0.1532504741072636,-0.0290271212537907,-0.10211282095557953,0.0
0.3,0,1.0,-0.1578362611196006,-0.04585787012337,-0.168307488695793,0.0
0.3,1,0.1,-0.019454399396576,-0.5022483769528766,-0.03740949267332816,0.0
0.3,1,0.2,-0.0696792370918637,-0.5059893262202094,0.823596662435538,0.823596662435538
0.3,1,0.3,-0.1206522646406179,-0.3375290444657691,1.9362787681463227,1.9362787681463227
0.3,1,0.4,-0.1371850459850175,-0.1187335725909449,1.516615053444503,1.516615053444503
0.3,1,0.5,-0.1443989791588069,-0.0342060337768684,0.48503491130977117,0.48503491130977117
0.3,1,0.6,-0.1440262527403912,-0.0217265903289907,0.001421651495994991,0.001421651495994991
0.3,1,0.7,-0.148744297224605,-0.0339217034776694,0.05186311060660929,0.05186311060660929
0.3,1,0.8,-0.1508105934359251,-0.0113539682076688,0.0010100361290727722,0.0010100361290727722
0.3,1,0.9,-0.1510150908661388,-0.0337196962518548,-0.2702022499695161,0.0
0.3,1,1.0,-0.157554532686296,-0.065394418201572,-0.3167472194971721,0.0
0.3,2,0.1,-0.0185470346390043,-0.5314963143669991,0.6696927144430798,0.6696927144430798
0.3,2,0.2,-0.0716966660757043,-0.4645270429226911,1.029736227790906,1.029736227790906
0.3,2,0.3,-0.1114524432235426,-0.3255490688088179,1.566775804091479,1.566775804091479
0.3,2,0.4,-0.1368064798374678,-0.1511718821043953,1.3250162578859324,1.3250162578859324
0.3,2,0.5,-0.1416868196444216,-0.0605458172316314,0.5936806933803538,0.5936806933803538
0.3,2,0.6,-0.1489156432837941,-0.0324357434283246,0.27717672628184215,0.27717672628184215
0.3,2,0.7,-0.1481739683300866,-0.005110471975263,0.0721430820599167,0.0721430820599167
0.3,2,0.8,-0.1499377376788467,-0.0180071270163413,-0.06452636122617839,0.0
