rule,ref_id,within_rule_cluster,within_pc1,within_pc2,within_pc3,split_fail_count,split_fail_rate,max_split,mean_phi_energy,theta_ref_norm
low_tv_spectral_teacher,1013,0,5.617354218800022,-1.2286255909336743,4.231356912686625,10,0.4,0.0162303562476571,-0.07772820529546437,14.863591483073227
low_tv_spectral_teacher,1014,0,1.2057655315191673,-5.247721667739691,2.006036503847993,10,0.4,0.015678030813931,-0.07855781240436917,15.375095812075292
low_tv_spectral_teacher,1015,0,7.14263595602631,-0.1441079546826197,-1.4255465730729437,9,0.36,0.015712992077475,-0.07810899418807005,13.73076775773656
low_tv_spectral_teacher,1016,1,-1.4950869242092484,-0.02438444230116454,-2.0393903574242103,10,0.4,0.0146700640847515,-0.08168907039384686,12.270551769600306
low_tv_spectral_teacher,1017,0,1.9018067558170975,-0.5382064735170532,-0.6990589899897964,8,0.32,0.01326720815902,-0.0811658831246685,13.62405036650955
low_tv_spectral_teacher,1018,1,-5.370266722434486,1.9245840156376477,0.16775989763727883,9,0.36,0.013028102012817,-0.08410240509506867,12.84466870351694
low_tv_spectral_teacher,1019,1,-1.351651298108104,1.8556486927693863,5.822734879437044,11,0.44,0.0152498473364823,-0.08248293952880305,14.626114944934764
low_tv_spectral_teacher,1020,0,2.9681927977169895,-3.5886464004004908,3.3764606242910733,11,0.44,0.0182238234688343,-0.07936947557840994,13.575150268151226
low_tv_spectral_teacher,1021,1,-4.201701861411252,-2.220365083326471,4.156743323784268,9,0.36,0.0132181155082649,-0.08214976975881835,12.187383589273717
low_tv_spectral_teacher,1022,1,-2.1684686788185856,0.4174138043427291,-2.8250170153530743,8,0.32,0.0149096545828925,-0.0819957260030511,12.73392395341231
low_tv_spectral_teacher,1023,0,1.1124490687995598,-5.090372332831543,0.3475466312654231,12,0.48,0.0119235285312675,-0.08158645050519882,15.02680092473658
low_tv_spectral_teacher,1024,1,0.16776279242555434,-2.3480487720093044,3.3272541911684645,12,0.48,0.0149859153158559,-0.080215584467982,14.9905540243322
low_tv_spectral_teacher,1025,0,3.1237914663533615,2.9876901521313415,0.01653987551649034,12,0.48,0.020329362302914,-0.08027015359678709,13.224824079786638
low_tv_spectral_teacher,1026,0,3.396168736467622,-3.0294715311819007,2.057764713024605,7,0.28,0.0110559794937842,-0.079329529395674,14.214858444543609
low_tv_spectral_teacher,1027,1,-4.9716649646583075,-3.0210504127557347,2.474364213500075,12,0.48,0.0154835665637693,-0.08318753224974998,12.508195442363636
low_tv_spectral_teacher,1028,1,-2.1719245551419744,-0.93181947175845,2.9587598466543152,13,0.52,0.0171469301226002,-0.082322297128402,13.923105608304054
low_tv_spectral_teacher,1029,1,-4.263093569404872,0.42539571116049285,2.0203994577426694,11,0.44,0.0141477459802993,-0.0848639540743647,13.480078404892952
real_even_odd,0,0,2.050826419595917,3.319966530722168,-0.013259373111578649,14,0.56,0.0144500479875294,-0.07658890578261386,13.559947266891331
real_even_odd,1,0,2.3739155837416273,4.2169594363639815,5.927413887343751,11,0.44,0.0169773068021933,-0.07755950743769495,13.781183905746948
real_even_odd,2,1,0.3622347022488144,-0.1747686534535741,-1.3504794272887901,13,0.52,0.0192331896241081,-0.0790097530750348,13.958333358245138
real_even_odd,3,1,-0.3434752932852176,0.0778670600905008,-1.567605132837365,9,0.36,0.0138291087627977,-0.07938671337649951,14.070294782696289
real_even_odd,4,1,-3.9836880495562403,-0.16649119527452716,-0.35417707567312046,10,0.4,0.0207922688629857,-0.08025155624605981,14.697855757127863
real_even_odd,5,0,2.4924169168795283,-0.26113909519418504,-3.9457350003864686,10,0.4,0.0155936825442307,-0.07746626751481166,13.115463194561432
real_even_odd,6,0,3.32818943727904,-0.7486074972097385,2.2487107307958243,9,0.36,0.0139928947890099,-0.07597801855367546,14.434196358990524
real_even_odd,7,0,0.27849860681431654,1.4199827341977906,2.334494217302395,6,0.24,0.010653006955057,-0.07996513605231753,14.022703305851412
