beta,radius,ref_count,dataset_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,delta_phi_full_std,delta_phi_full_unit_sem,delta_phi_full_dataset_mean_std,delta_phi_full_sem,delta_phi_full_ci95_half_width,delta_phi_full_ci95_low,delta_phi_full_ci95_high,delta_phi_energy_std,delta_phi_energy_unit_sem,delta_phi_energy_dataset_mean_std,delta_phi_energy_sem,delta_phi_energy_ci95_half_width,delta_phi_energy_ci95_low,delta_phi_energy_ci95_high,delta_phi_stripped_proxy_std,delta_phi_stripped_proxy_unit_sem,delta_phi_stripped_proxy_dataset_mean_std,delta_phi_stripped_proxy_sem,delta_phi_stripped_proxy_ci95_half_width,delta_phi_stripped_proxy_ci95_low,delta_phi_stripped_proxy_ci95_high,delta_phi_energy_stripped_std,delta_phi_energy_stripped_unit_sem,delta_phi_energy_stripped_dataset_mean_std,delta_phi_energy_stripped_sem,delta_phi_energy_stripped_ci95_half_width,delta_phi_energy_stripped_ci95_low,delta_phi_energy_stripped_ci95_high,uncertainty_method,claim
0.23,0.33,900,30,1.1930921469415892,-0.00036119678881279085,1.1930921469415892,-0.0003611967888127908,-5.421010862427522e-20,1.193453343730402,0.0001547711465302243,5.159038217674143e-06,9.54108008529299e-05,1.741954928559428e-05,3.5622978289040304e-05,1.1930565239633002,1.1931277699198781,0.0001547711465302209,5.15903821767403e-06,9.541080085291215e-05,1.741954928559104e-05,3.562297828903368e-05,-0.0003968197671018245,-0.00032557381052375717,0.0001547711465302243,5.159038217674143e-06,9.54108008529299e-05,1.741954928559428e-05,3.5622978289040304e-05,1.1930565239633002,1.1931277699198781,0.0001547711465302209,5.15903821767403e-06,9.541080085291215e-05,1.741954928559104e-05,3.562297828903368e-05,-0.00039681976710182447,-0.0003255738105237571,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.34,900,30,1.222917332653764,-0.0003772441818597042,1.222917332653764,-0.0003772441818597042,0.0,1.2232945768356236,0.00016138041450058997,5.379347150019666e-06,9.971643590273592e-05,1.8205647099315497e-05,3.723054831810019e-05,1.2228801021054458,1.222954563202082,0.0001613804145005906,5.379347150019686e-06,9.97164359027668e-05,1.820564709932113e-05,3.7230548318111714e-05,-0.0004144747301778159,-0.0003400136335415925,0.00016138041450058997,5.379347150019666e-06,9.971643590273592e-05,1.8205647099315497e-05,3.723054831810019e-05,1.2228801021054458,1.222954563202082,0.0001613804145005906,5.379347150019686e-06,9.97164359027668e-05,1.820564709932113e-05,3.7230548318111714e-05,-0.0004144747301778159,-0.0003400136335415925,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.35,900,30,1.251877976244026,-0.0003927474700077237,1.251877976244026,-0.0003927474700077237,0.0,1.2522707237140336,0.0001678338505833393,5.59446168611131e-06,0.00010378176999318792,1.8947872161027264e-05,3.8748398569300755e-05,1.2518392278454566,1.2519167246425953,0.0001678338505833397,5.5944616861113235e-06,0.00010378176999314436,1.8947872161019312e-05,3.874839856928449e-05,-0.00043149586857700817,-0.0003539990714384392,0.0001678338505833393,5.59446168611131e-06,0.00010378176999318792,1.8947872161027264e-05,3.8748398569300755e-05,1.2518392278454566,1.2519167246425953,0.0001678338505833397,5.5944616861113235e-06,0.00010378176999314436,1.8947872161019312e-05,3.874839856928449e-05,-0.00043149586857700817,-0.0003539990714384392,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.36,900,30,1.2800217790879032,-0.0004087524859638204,1.2800217790879032,-0.0004087524859638204,0.0,1.2804305315738669,0.00017415962233148705,5.805320744382902e-06,0.00010766133907526312,1.9656181327577996e-05,4.0196890814897e-05,1.2799815821970884,1.280061975978718,0.00017415962233148594,5.805320744382865e-06,0.00010766133907525523,1.9656181327576556e-05,4.019689081489406e-05,-0.0004489493767787145,-0.00036855559514892635,0.00017415962233148705,5.805320744382902e-06,0.00010766133907526312,1.9656181327577996e-05,4.0196890814897e-05,1.2799815821970884,1.280061975978718,0.00017415962233148594,5.805320744382865e-06,0.00010766133907525523,1.9656181327576556e-05,4.019689081489406e-05,-0.0004489493767787145,-0.00036855559514892635,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.37,900,30,1.3073942931668538,-0.0004244467899454826,1.3073942931668538,-0.0004244467899454826,0.0,1.3078187399567993,0.00018041981923059788,6.013993974353263e-06,0.00011150527956557322,2.0357985632994765e-05,4.1632080619474296e-05,1.3073526610862343,1.3074359252474734,0.00018041981923059837,6.013993974353279e-06,0.00011150527956561419,2.0357985633002246e-05,4.163208061948959e-05,-0.0004660788705649722,-0.000382814709325993,0.00018041981923059788,6.013993974353263e-06,0.00011150527956557322,2.0357985632994765e-05,4.1632080619474296e-05,1.3073526610862343,1.3074359252474734,0.00018041981923059837,6.013993974353279e-06,0.00011150527956561416,2.0357985633002243e-05,4.163208061948958e-05,-0.0004660788705649722,-0.000382814709325993,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.38,900,30,1.3340362221446398,-0.00044028621177379974,1.3340362221446398,-0.0004402862117737997,-5.421010862427522e-20,1.3344765083564136,0.0001866999056686571,6.223330188955236e-06,0.00011562971678981819,2.1111001401239088e-05,4.3171997865533934e-05,1.3339930501467743,1.3340793941425053,0.00018669990566865454,6.223330188955152e-06,0.00011562971678991993,2.1111001401257662e-05,4.3171997865571914e-05,-0.00048345820963937165,-0.00039711421390822783,0.0001866999056686571,6.223330188955236e-06,0.00011562971678981819,2.1111001401239088e-05,4.3171997865533934e-05,1.3339930501467743,1.3340793941425053,0.00018669990566865457,6.2233301889551525e-06,0.00011562971678991993,2.1111001401257662e-05,4.3171997865571914e-05,-0.0004834582096393716,-0.0003971142139082278,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.39,900,30,1.359985924629043,-0.0004558636526729489,1.359985924629043,-0.00045586365267294903,1.0842021724855044e-19,1.3604417882817161,0.00019364756082482587,6.454918694160863e-06,0.00011995897033508815,2.190141134254028e-05,4.4788386195494874e-05,1.3599411362428475,1.3600307130152387,0.00019364756082482492,6.4549186941608305e-06,0.00011995897033506195,2.1901411342535496e-05,4.478838619548509e-05,-0.0005006520388684341,-0.00041107526647746385,0.000193647560824826,6.454918694160867e-06,0.00011995897033508815,2.190141134254028e-05,4.4788386195494874e-05,1.3599411362428475,1.3600307130152387,0.00019364756082482492,6.4549186941608305e-06,0.00011995897033506198,2.19014113425355e-05,4.4788386195485095e-05,-0.0005006520388684342,-0.00041107526647746396,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.4,900,30,1.3852779673799507,-0.00047168082790828423,1.3852779673799507,-0.0004716808279082842,-5.421010862427522e-20,1.385749648207859,0.00019949770633156315,6.6499235443854384e-06,0.00012359880871302154,2.2565951870962654e-05,4.6147371576118626e-05,1.3852318200083746,1.3853241147515267,0.00019949770633156345,6.649923544385449e-06,0.0001235988087130326,2.2565951870964674e-05,4.614737157612275e-05,-0.000517828199484407,-0.0004255334563321615,0.00019949770633156315,6.6499235443854384e-06,0.00012359880871302154,2.2565951870962654e-05,4.6147371576118626e-05,1.3852318200083746,1.3853241147515267,0.00019949770633156345,6.649923544385449e-06,0.00012359880871303257,2.256595187096467e-05,4.6147371576122746e-05,-0.0005178281994844069,-0.0004255334563321614,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.41,900,30,1.4099450835588883,-0.00048747483753880963,1.4099450835588883,-0.00048747483753880963,0.0,1.410432558396427,0.0002053986413966637,6.84662137988879e-06,0.00012721564157688292,2.322629218638362e-05,4.74977675211545e-05,1.4098975857913671,1.4099925813264094,0.0002053986413966631,6.84662137988877e-06,0.00012721564157686696,2.3226292186380706e-05,4.749776752114854e-05,-0.0005349726050599582,-0.0004399770700176611,0.0002053986413966637,6.84662137988879e-06,0.00012721564157688292,2.322629218638362e-05,4.74977675211545e-05,1.4098975857913671,1.4099925813264094,0.00020539864139666308,6.846621379888769e-06,0.00012721564157686696,2.3226292186380706e-05,4.749776752114854e-05,-0.0005349726050599582,-0.0004399770700176611,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.42,900,30,1.4340170275595263,-0.0005036138298787928,1.4340170275595263,-0.0005036138298787928,0.0,1.4345206413894052,0.00021182840904905814,7.060946968301938e-06,0.00013172427709399649,2.404945264514764e-05,4.918113065932693e-05,1.433967846428867,1.4340662086901856,0.00021182840904905817,7.060946968301939e-06,0.00013172427709407455,2.4049452645161895e-05,4.918113065935607e-05,-0.0005527949605381489,-0.00045443269921943675,0.00021182840904905836,7.060946968301945e-06,0.00013172427709399649,2.404945264514764e-05,4.918113065932693e-05,1.433967846428867,1.4340662086901856,0.0002118284090490582,7.06094696830194e-06,0.00013172427709407457,2.40494526451619e-05,4.918113065935608e-05,-0.0005527949605381489,-0.00045443269921943675,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.43,900,30,1.4575226938671482,-0.0005191991574373454,1.4575226938671482,-0.0005191991574373454,0.0,1.4580418930245855,0.00021757244498958915,7.2524148329863045e-06,0.00013519409101277343,2.4682951096367484e-05,5.04766349920715e-05,1.4574722172321561,1.4575731705021402,0.0002175724449895878,7.2524148329862596e-06,0.00013519409101287133,2.468295109638536e-05,5.047663499210806e-05,-0.0005696757924294535,-0.00046872252244523733,0.00021757244498958942,7.252414832986314e-06,0.00013519409101277343,2.4682951096367484e-05,5.04766349920715e-05,1.4574722172321561,1.4575731705021402,0.0002175724449895878,7.2524148329862596e-06,0.00013519409101287136,2.4682951096385363e-05,5.0476634992108065e-05,-0.0005696757924294535,-0.00046872252244523733,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.44,900,30,1.4804873661615943,-0.000535011878171513,1.4804873661615943,-0.000535011878171513,0.0,1.4810223780397658,0.00022344079558845518,7.448026519615173e-06,0.00013878535851523702,2.533862383674567e-05,5.181748574614489e-05,1.480435548675848,1.4805391836473405,0.0002234407955884505,7.448026519615017e-06,0.0001387853585152804,2.5338623836753587e-05,5.181748574616108e-05,-0.0005868293639176741,-0.0004831943924253519,0.0002234407955884551,7.44802651961517e-06,0.00013878535851523702,2.533862383674567e-05,5.181748574614489e-05,1.480435548675848,1.4805391836473405,0.00022344079558845047,7.448026519615015e-06,0.00013878535851528042,2.533862383675359e-05,5.181748574616109e-05,-0.0005868293639176741,-0.0004831943924253519,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.45,900,30,1.502935260794916,-0.000551142898145467,1.502935260794916,-0.0005511428981454669,-1.0842021724855044e-19,1.5034864036930615,0.00022982244603265387,7.660748201088462e-06,0.0001429380227269429,2.609679312424424e-05,5.336794193907947e-05,1.502881892852977,1.502988628736855,0.00022982244603265493,7.660748201088497e-06,0.00014293802272691755,2.6096793124239613e-05,5.336794193907001e-05,-0.000604510840084537,-0.0004977749562063969,0.00022982244603265387,7.660748201088462e-06,0.0001429380227269429,2.609679312424424e-05,5.336794193907947e-05,1.502881892852977,1.502988628736855,0.00022982244603265493,7.660748201088497e-06,0.00014293802272691755,2.6096793124239613e-05,5.336794193907001e-05,-0.0006045108400845369,-0.0004977749562063968,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.46,900,30,1.5248898765098098,-0.0005667977893670662,1.5248898765098098,-0.0005667977893670664,1.0842021724855044e-19,1.5254566742991769,0.00023539910290885563,7.84663676362852e-06,0.0001465459687233339,2.6755510927072176e-05,5.47150198458626e-05,1.524835161489964,1.5249445915296556,0.000235399102908854,7.846636763628466e-06,0.00014654596872337703,2.675551092708005e-05,5.47150198458787e-05,-0.000621512809212945,-0.0005120827695211875,0.00023539910290885585,7.846636763628529e-06,0.0001465459687233339,2.6755510927072176e-05,5.47150198458626e-05,1.524835161489964,1.5249445915296556,0.000235399102908854,7.846636763628466e-06,0.00014654596872337706,2.6755510927080053e-05,5.4715019845878705e-05,-0.0006215128092129451,-0.0005120827695211876,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.47,900,30,1.5463720947502082,-0.0005823343945997725,1.5463720947502082,-0.0005823343945997725,0.0,1.546954429144808,0.00024160836290715244,8.053612096905082e-06,0.00015024052978556177,2.7430042405026325e-05,5.609443671827883e-05,1.54631600031349,1.5464281891869265,0.00024160836290715556,8.053612096905185e-06,0.0001502405297855782,2.7430042405029324e-05,5.6094436718284964e-05,-0.0006384288313180574,-0.0005262399578814875,0.00024160836290715272,8.05361209690509e-06,0.00015024052978556177,2.7430042405026325e-05,5.609443671827883e-05,1.54631600031349,1.5464281891869265,0.0002416083629071556,8.053612096905187e-06,0.00015024052978557817,2.743004240502932e-05,5.609443671828496e-05,-0.0006384288313180574,-0.0005262399578814875,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.48,900,30,1.5674008564620776,-0.000598709421153012,1.5674008564620776,-0.000598709421153012,0.0,1.5679995658832306,0.00024815003806280544,8.271667935426848e-06,0.00015453942652815818,2.8214909977794835e-05,5.769949090459043e-05,1.567343156971173,1.5674585559529821,0.00024815003806280577,8.271667935426858e-06,0.000154539426528247,2.8214909977811054e-05,5.76994909046236e-05,-0.0006564089120576356,-0.0005410099302483884,0.00024815003806280544,8.271667935426848e-06,0.00015453942652815818,2.8214909977794835e-05,5.769949090459043e-05,1.567343156971173,1.5674585559529821,0.00024815003806280577,8.271667935426858e-06,0.000154539426528247,2.8214909977811054e-05,5.76994909046236e-05,-0.0006564089120576356,-0.0005410099302483884,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.49,900,30,1.5879961593887868,-0.0006145918161569032,1.5879961593887868,-0.0006145918161569032,0.0,1.5886107512049437,0.00025426508153284774,8.475502717761592e-06,0.00015829456168180782,2.8900500721173015e-05,5.9101523974798814e-05,1.587937057864812,1.5880552609127616,0.00025426508153284655,8.475502717761551e-06,0.00015829456168178267,2.8900500721168424e-05,5.910152397478943e-05,-0.0006736933401316926,-0.0005554902921821137,0.0002542650815328476,8.475502717761585e-06,0.00015829456168180782,2.8900500721173015e-05,5.9101523974798814e-05,1.587937057864812,1.5880552609127616,0.00025426508153284655,8.475502717761551e-06,0.00015829456168178267,2.8900500721168424e-05,5.910152397478943e-05,-0.0006736933401316926,-0.0005554902921821137,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.5,900,30,1.608175096884973,-0.0006304234420805257,1.608175096884973,-0.0006304234420805257,0.0,1.6088055203270535,0.000259337451840266,8.644581728008867e-06,0.00016221579808407732,2.9616417264784152e-05,6.056557330648359e-05,1.6081145313116665,1.6082356624582796,0.00025933745184026404,8.6445817280088e-06,0.0001622157980840409,2.96164172647775e-05,6.0565573306469986e-05,-0.0006909890153869956,-0.0005698578687740557,0.000259337451840266,8.644581728008867e-06,0.00016221579808407732,2.9616417264784152e-05,6.056557330648359e-05,1.6081145313116665,1.6082356624582796,0.0002593374518402641,8.644581728008804e-06,0.0001622157980840409,2.96164172647775e-05,6.0565573306469986e-05,-0.0006909890153869956,-0.0005698578687740557,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.51,900,30,1.6279539845830941,-0.0006463820470954045,1.6279539845830941,-0.0006463820470954045,0.0,1.6286003666301896,0.0002655519244874839,8.851730816249463e-06,0.0001657351557815916,3.0258961131070156e-05,6.187957551303847e-05,1.6278921050075812,1.628015864158607,0.00026555192448748585,8.851730816249528e-06,0.00016573515578158758,3.025896113106942e-05,6.187957551303696e-05,-0.0007082616226084415,-0.0005845024715823675,0.0002655519244874839,8.851730816249463e-06,0.0001657351557815916,3.0258961131070156e-05,6.187957551303847e-05,1.6278921050075812,1.628015864158607,0.0002655519244874859,8.85173081624953e-06,0.00016573515578158758,3.025896113106942e-05,6.187957551303696e-05,-0.0007082616226084415,-0.0005845024715823675,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.52,900,30,1.6473486916268727,-0.0006621309642075002,1.6473486916268727,-0.0006621309642075002,0.0,1.6480108225910801,0.00027092531244640375,9.030843748213458e-06,0.0001692859355534235,3.090724185699195e-05,6.320530959754853e-05,1.6472854863172752,1.6474118969364702,0.0002709253124464052,9.030843748213507e-06,0.00016928593555345792,3.0907241856998236e-05,6.320530959756139e-05,-0.0007253362738050616,-0.0005989256546099389,0.00027092531244640364,9.030843748213455e-06,0.0001692859355534235,3.090724185699195e-05,6.320530959754853e-05,1.6472854863172752,1.6474118969364702,0.0002709253124464052,9.030843748213507e-06,0.0001692859355534579,3.090724185699823e-05,6.320530959756138e-05,-0.0007253362738050616,-0.0005989256546099389,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.53,900,30,1.6663733578639746,-0.0006781751418191968,1.6663733578639746,-0.0006781751418191968,0.0,1.6670515330057938,0.00027648454156480696,9.216151385493565e-06,0.00017307376666148138,3.159880203762631e-05,6.461955016694581e-05,1.6663087383138075,1.6664379774141416,0.00027648454156481,9.216151385493667e-06,0.00017307376666146886,3.159880203762403e-05,6.461955016694114e-05,-0.000742794691986138,-0.0006135555916522557,0.00027648454156480696,9.216151385493565e-06,0.00017307376666148138,3.159880203762631e-05,6.461955016694581e-05,1.6663087383138075,1.6664379774141416,0.00027648454156480994,9.216151385493665e-06,0.00017307376666146886,3.159880203762403e-05,6.461955016694114e-05,-0.000742794691986138,-0.0006135555916522557,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.54,900,30,1.6850423390275053,-0.0006939823409277242,1.6850423390275053,-0.0006939823409277242,0.0,1.685736321368433,0.0002815768183331838,9.38589394443946e-06,0.0001763514831857063,3.2197228463434786e-05,6.584333220772414e-05,1.6849764956952975,1.6851081823597132,0.0002815768183331864,9.385893944439546e-06,0.00017635148318572236,3.219722846343771e-05,6.584333220773012e-05,-0.0007598256731354543,-0.0006281390087199941,0.0002815768183331838,9.38589394443946e-06,0.0001763514831857063,3.2197228463434786e-05,6.584333220772414e-05,1.6849764956952975,1.6851081823597132,0.0002815768183331864,9.385893944439546e-06,0.00017635148318572238,3.219722846343772e-05,6.584333220773013e-05,-0.0007598256731354543,-0.0006281390087199941,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.55,900,30,1.7033681530745706,-0.0007100970843895475,1.7033681530745706,-0.0007100970843895475,0.0,1.7040782501589602,0.0002879101204372706,9.597004014575688e-06,0.00018048546945603563,3.295198764099346e-05,6.738681472583162e-05,1.7033007662598447,1.7034355398892964,0.0002879101204372701,9.597004014575669e-06,0.00018048546945603175,3.295198764099275e-05,6.738681472583017e-05,-0.0007774838991153777,-0.0006427102696637173,0.0002879101204372706,9.597004014575688e-06,0.00018048546945603563,3.295198764099346e-05,6.738681472583162e-05,1.7033007662598447,1.7034355398892964,0.00028791012043727013,9.59700401457567e-06,0.00018048546945603175,3.295198764099275e-05,6.738681472583017e-05,-0.0007774838991153777,-0.0006427102696637173,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.56,900,30,1.7213640214099846,-0.0007256542887848549,1.7213640214099846,-0.0007256542887848549,0.0,1.7220896756987694,0.00029268025669130495,9.756008556376832e-06,0.0001834796879458551,3.349865464398452e-05,6.850474874694833e-05,1.7212955166612376,1.7214325261587315,0.0002926802566913067,9.75600855637689e-06,0.0001834796879458546,3.3498654643984424e-05,6.850474874694814e-05,-0.0007941590375318031,-0.0006571495400379067,0.00029268025669130495,9.756008556376832e-06,0.0001834796879458551,3.349865464398452e-05,6.850474874694833e-05,1.7212955166612376,1.7214325261587315,0.0002926802566913067,9.75600855637689e-06,0.0001834796879458546,3.3498654643984424e-05,6.850474874694814e-05,-0.0007941590375318031,-0.0006571495400379067,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.57,900,30,1.7390401661657615,-0.0007421319852180874,1.7390401661657615,-0.0007421319852180873,-1.0842021724855044e-19,1.7397822981509796,0.00029858525238442567,9.952841746147523e-06,0.00018707417503270008,3.415491519735986e-05,6.984680157860091e-05,1.738970319364183,1.73911001296734,0.0002985852523844292,9.95284174614764e-06,0.0001870741750326615,3.415491519735282e-05,6.98468015785865e-05,-0.0008119787867966739,-0.0006722851836395009,0.00029858525238442567,9.952841746147523e-06,0.00018707417503270008,3.415491519735986e-05,6.984680157860091e-05,1.738970319364183,1.73911001296734,0.0002985852523844292,9.95284174614764e-06,0.0001870741750326615,3.415491519735282e-05,6.98468015785865e-05,-0.0008119787867966738,-0.0006722851836395007,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.58,900,30,1.756409371125276,-0.0007578360469195375,1.756409371125276,-0.0007578360469195375,0.0,1.7571672071721955,0.0003039631731735189,1.013210577245063e-05,0.00019108978498784813,3.488806191555216e-05,7.134608661730417e-05,1.7563380250386587,1.7564807172118932,0.000303963173173518,1.01321057724506e-05,0.00019108978498781783,3.4888061915546626e-05,7.134608661729285e-05,-0.0008291821335368304,-0.0006864899603022446,0.0003039631731735189,1.013210577245063e-05,0.00019108978498784813,3.488806191555216e-05,7.134608661730417e-05,1.7563380250386587,1.7564807172118932,0.000303963173173518,1.01321057724506e-05,0.0001910897849878178,3.488806191554662e-05,7.134608661729284e-05,-0.0008291821335368304,-0.0006864899603022446,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.59,900,30,1.7734806657688962,-0.000774257892910241,1.7734806657688962,-0.000774257892910241,0.0,1.7742549236618064,0.00030993830327136576,1.0331276775712192e-05,0.00019456575310082932,3.552268396376831e-05,7.264388870590619e-05,1.7734080218801902,1.7735533096576022,0.00030993830327136554,1.0331276775712185e-05,0.0001945657531008453,3.552268396377123e-05,7.264388870591217e-05,-0.0008469017816161531,-0.0007016140042043288,0.0003099383032713657,1.033127677571219e-05,0.00019456575310082932,3.552268396376831e-05,7.264388870590619e-05,1.7734080218801902,1.7735533096576022,0.00030993830327136554,1.0331276775712185e-05,0.0001945657531008453,3.552268396377123e-05,7.264388870591217e-05,-0.0008469017816161531,-0.0007016140042043288,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.6,900,30,1.7902654936209401,-0.0007899443814849669,1.7902654936209401,-0.0007899443814849669,0.0,1.791055438002425,0.0003148759394529074,1.0495864648430246e-05,0.00019813798870852998,3.6174881971455256e-05,7.3977633631626e-05,1.7901915159873085,1.7903394712545717,0.0003148759394529084,1.0495864648430281e-05,0.0001981379887085286,3.6174881971455006e-05,7.397763363162548e-05,-0.0008639220151165924,-0.0007159667478533414,0.0003148759394529074,1.0495864648430246e-05,0.00019813798870852998,3.6174881971455256e-05,7.3977633631626e-05,1.7901915159873085,1.7903394712545717,0.0003148759394529084,1.0495864648430281e-05,0.0001981379887085286,3.6174881971455006e-05,7.397763363162548e-05,-0.0008639220151165924,-0.0007159667478533414,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.61,900,30,1.8067726712803995,-0.0008055738591096449,1.8067726712803995,-0.0008055738591096449,0.0,1.8075782451395093,0.0003196014550005076,1.0653381833350255e-05,0.0002014294057618414,3.6775809760207204e-05,7.520653095962373e-05,1.8066974647494398,1.8068478778113592,0.0003196014550005073,1.0653381833350243e-05,0.00020142940576184251,3.677580976020741e-05,7.520653095962414e-05,-0.000880780390069269,-0.0007303673281500208,0.0003196014550005076,1.0653381833350255e-05,0.0002014294057618414,3.6775809760207204e-05,7.520653095962373e-05,1.8066974647494398,1.8068478778113592,0.0003196014550005073,1.0653381833350243e-05,0.00020142940576184251,3.677580976020741e-05,7.520653095962414e-05,-0.000880780390069269,-0.0007303673281500208,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.62,900,30,1.8230108438661237,-0.0008215329424658931,1.8230108438661237,-0.0008215329424658931,0.0,1.8238323768085896,0.0003239952741964863,1.079984247321621e-05,0.00020422168831333125,3.72856084736669e-05,7.62490693286488e-05,1.822934594796795,1.8230870929354523,0.0003239952741964883,1.0799842473216277e-05,0.00020422168831334326,3.728560847366909e-05,7.624906932865329e-05,-0.0008977820117945464,-0.0007452838731372398,0.0003239952741964863,1.079984247321621e-05,0.00020422168831333125,3.72856084736669e-05,7.62490693286488e-05,1.822934594796795,1.8230870929354523,0.0003239952741964883,1.0799842473216277e-05,0.00020422168831334318,3.7285608473669074e-05,7.624906932865326e-05,-0.0008977820117945464,-0.0007452838731372398,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.63,900,30,1.8389882758478622,-0.0008381553361090408,1.8389882758478622,-0.0008381553361090408,0.0,1.8398264311839712,0.0003301483524740844,1.1004945082469481e-05,0.00020807649383327174,3.798939645302251e-05,7.768831574643103e-05,1.8389105875321157,1.8390659641636087,0.0003301483524740857,1.1004945082469525e-05,0.00020807649383325613,3.7989396453019656e-05,7.76883157464252e-05,-0.000915843651855466,-0.0007604670203626156,0.00033014835247408393,1.1004945082469464e-05,0.00020807649383327174,3.798939645302251e-05,7.768831574643103e-05,1.8389105875321157,1.8390659641636087,0.0003301483524740857,1.1004945082469525e-05,0.00020807649383325613,3.7989396453019656e-05,7.76883157464252e-05,-0.000915843651855466,-0.0007604670203626156,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.64,900,30,1.8547141854480644,-0.0008544147445296485,1.8547141854480644,-0.0008544147445296485,0.0,1.8555686001925942,0.0003358047731544802,1.1193492438482674e-05,0.00021178915674769175,3.866723286190274e-05,7.90744912025911e-05,1.8546351109568617,1.8547932599392671,0.0003358047731544783,1.1193492438482611e-05,0.00021178915674770446,3.8667232861905066e-05,7.907449120259586e-05,-0.0009334892357322444,-0.0007753402533270526,0.00033580477315447993,1.1193492438482665e-05,0.00021178915674769175,3.866723286190274e-05,7.90744912025911e-05,1.8546351109568617,1.8547932599392671,0.00033580477315447825,1.1193492438482608e-05,0.00021178915674770446,3.8667232861905066e-05,7.907449120259586e-05,-0.0009334892357322444,-0.0007753402533270526,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.65,900,30,1.8701964377418232,-0.0008702569684511262,1.8701964377418232,-0.0008702569684511262,0.0,1.8710666947102743,0.0003407019119263316,1.1356730397544386e-05,0.00021495846161840074,3.9245866118335514e-05,8.025779621199613e-05,1.8701161799456112,1.8702766955380352,0.00034070191192633246,1.1356730397544415e-05,0.00021495846161830788,3.924586611831856e-05,8.025779621196145e-05,-0.0009505147646630876,-0.0007899991722391648,0.0003407019119263316,1.1356730397544386e-05,0.00021495846161840074,3.9245866118335514e-05,8.025779621199613e-05,1.8701161799456112,1.8702766955380352,0.00034070191192633246,1.1356730397544415e-05,0.00021495846161830788,3.924586611831856e-05,8.025779621196145e-05,-0.0009505147646630876,-0.0007899991722391648,std_over_ref_units_sem_ci95_over_dataset_means,pass
0.23,0.66,900,30,1.885441952218298,-0.0008862156160336327,1.885441952218298,-0.0008862156160336327,0.0,1.8863281678343315,0.00034539145119963984,1.1513048373321328e-05,0.00021878119066603242,3.9943797761874884e-05,8.168506642303413e-05,1.8853602671518748,1.885523637284721,0.00034539145119964027,1.1513048373321343e-05,0.00021878119066606516,3.994379776188086e-05,8.168506642304636e-05,-0.0009679006824566791,-0.0008045305496105863,0.00034539145119963984,1.1513048373321328e-05,0.00021878119066603242,3.9943797761874884e-05,8.168506642303413e-05,1.8853602671518748,1.885523637284721,0.00034539145119964027,1.1513048373321343e-05,0.00021878119066606516,3.994379776188086e-05,8.168506642304636e-05,-0.0009679006824566791,-0.0008045305496105863,std_over_ref_units_sem_ci95_over_dataset_means,pass
