rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,max_split_dlogZ_dr_per_P_diff,max_ce_replay_abs_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids
random_label,0.65,0.1,30,30,0,30,1.0,0.6321333587752156,0.009506536142084892,0.040784423570601504,0.0,0.0008661406669083655,False,complete,
random_label,0.66,0.1,30,30,0,30,1.0,0.6246744971646713,0.010818214250699652,0.052823595470030744,0.0,0.000876030269625657,False,complete,
random_label,0.67,0.1,30,30,0,30,1.0,0.5867160255555792,0.01039840288340133,0.05471026003206564,0.0,0.0010878672564708616,False,complete,
random_label,0.68,0.1,30,30,0,30,1.0,0.6583378640337294,0.00801772572811764,0.0651408188836015,0.0,0.0010230609569371134,False,complete,
random_label,0.69,0.1,30,30,0,30,1.0,0.6204459589814154,0.007467506307922279,0.06739782715575583,0.0,0.0009526693251869592,False,complete,
random_label,0.7,0.1,30,30,0,30,1.0,0.5790081033249913,0.009253055763699511,0.05339486850981932,0.0,0.0011377442397459137,False,complete,
random_label,0.71,0.1,30,30,0,30,1.0,0.639313667733568,0.011952238264461013,0.06565378122263783,0.0,0.0010775002772713013,False,complete,
random_label,0.72,0.1,30,30,0,30,1.0,0.6269888710991608,0.01425669859332487,0.04254108590213243,0.0,0.0010413464275479123,False,complete,
random_label,0.73,0.1,30,30,0,30,1.0,0.6426335500583478,0.010226158404727558,0.04525274017490839,0.0,0.0009053165869894593,False,complete,
random_label,0.74,0.1,30,30,0,30,1.0,0.679095255792968,0.010538846051684552,0.04652107992993325,0.0,0.0009703805105306554,False,complete,
random_label,0.75,0.1,30,30,0,30,1.0,0.623813265119972,0.01011513081278422,0.05367947436044786,0.0,0.0009382550875285066,False,complete,
random_label,0.76,0.1,30,30,0,30,1.0,0.6171780213318331,0.009755208749825413,0.055981001154348606,0.0,0.0009201006753743171,False,complete,
random_label,0.77,0.1,30,30,0,30,1.0,0.6405422774336597,0.0134461369846749,0.06021168996006004,0.0,0.0008871941957639815,False,complete,
random_label,0.78,0.1,30,30,0,30,1.0,0.6155022274330032,0.009454909404286928,0.04441784191065017,0.0,0.0009251657197557951,False,complete,
random_label,0.79,0.1,30,30,0,30,1.0,0.6380964806276138,0.012084437812896276,0.04335357143320748,0.0,0.0008280509953870146,False,complete,
