beta,radius,ref_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,claim
0.05,1.7,1800,2.8257859359076156,-0.006314161255061379,2.8257859359076156,-0.006314161255061379,0.0,2.832100097162677,pass
0.05,1.71,1800,2.8316307661027147,-0.006332145946760216,2.8316307661027147,-0.006332145946760216,0.0,2.8379629120494747,pass
0.05,1.72,1800,2.8374390889398518,-0.006352452292592998,2.8374390889398518,-0.006352452292592995,-3.469446951953614e-18,2.8437915412324446,pass
0.05,1.73,1800,2.843219854079869,-0.006366526991052916,2.843219854079869,-0.006366526991052916,0.0,2.849586381070922,pass
0.05,1.74,1800,2.848959502701064,-0.006388318369627125,2.848959502701064,-0.006388318369627125,0.0,2.855347821070691,pass
0.05,1.75,1800,2.8546738414896735,-0.006402402551414216,2.8546738414896735,-0.006402402551414215,-8.673617379884035e-19,2.8610762440410875,pass
0.05,1.76,1800,2.860346395379385,-0.0064256308682395695,2.860346395379385,-0.0064256308682395695,0.0,2.8667720262476246,pass
0.05,1.77,1800,2.8659949779345713,-0.006440559625730468,2.8659949779345713,-0.006440559625730468,0.0,2.872435537560302,pass
0.05,1.78,1800,2.871605435417036,-0.006461706180689624,2.871605435417036,-0.006461706180689624,0.0,2.8780671415977257,pass
0.05,1.79,1800,2.8771860954497983,-0.006481100417403119,2.8771860954497983,-0.006481100417403119,0.0,2.8836671958672015,pass
0.05,1.8,1800,2.8827353881268105,-0.006500663774109969,2.8827353881268105,-0.006500663774109967,-1.734723475976807e-18,2.8892360519009204,pass
0.05,1.81,1800,2.888261602915607,-0.006512452472764786,2.888261602915607,-0.006512452472764786,0.0,2.894774055388372,pass
0.05,1.82,1800,2.893743424148259,-0.0065381221568549955,2.893743424148259,-0.0065381221568549955,0.0,2.9002815463051137,pass
0.05,1.83,1800,2.899203428012677,-0.006555431025328224,2.899203428012677,-0.006555431025328224,0.0,2.9057588590380052,pass
0.05,1.84,1800,2.9046353260601134,-0.006570996446922658,2.9046353260601134,-0.006570996446922658,0.0,2.911206322507036,pass
0.05,1.85,1800,2.910035386145603,-0.006588874138249748,2.910035386145603,-0.006588874138249748,0.0,2.916624260283853,pass
0.05,1.86,1800,2.9154082059619073,-0.006604784745177976,2.9154082059619073,-0.006604784745177976,0.0,2.9220129907070853,pass
0.05,1.87,1800,2.920746530533758,-0.006626296460825844,2.920746530533758,-0.006626296460825844,0.0,2.927372826994584,pass
0.05,1.88,1800,2.9260628446136834,-0.006641232738983937,2.9260628446136834,-0.006641232738983937,0.0,2.932704077352667,pass
0.05,1.89,1800,2.9313456843105783,-0.006661360771887962,2.9313456843105783,-0.006661360771887962,0.0,2.9380070450824665,pass
0.05,1.9,1800,2.9366081441104606,-0.006673884573006506,2.9366081441104606,-0.006673884573006506,0.0,2.943282028683467,pass
0.05,1.91,1800,2.9418305306187618,-0.006698791335569454,2.9418305306187618,-0.006698791335569456,1.734723475976807e-18,2.9485293219543314,pass
0.05,1.92,1800,2.9470345936065208,-0.006714620484569076,2.9470345936065208,-0.006714620484569076,0.0,2.95374921409109,pass
0.05,1.93,1800,2.952210220993431,-0.006731768789349396,2.952210220993431,-0.006731768789349396,0.0,2.9589419897827804,pass
0.05,1.94,1800,2.95735413820044,-0.006753791104178615,2.95735413820044,-0.006753791104178615,0.0,2.9641079293046184,pass
0.05,1.95,1800,2.9624785316247957,-0.006768776983974267,2.9624785316247957,-0.006768776983974267,0.0,2.96924730860877,pass
0.05,1.96,1800,2.9675751262599896,-0.006785273152813182,2.9675751262599896,-0.006785273152813182,0.0,2.9743603994128027,pass
0.05,1.97,1800,2.972645548350151,-0.006801920935738683,2.972645548350151,-0.006801920935738683,0.0,2.9794474692858897,pass
0.05,1.98,1800,2.9776870025769586,-0.006821779155868046,2.9776870025769586,-0.006821779155868046,0.0,2.984508781732827,pass
0.05,1.99,1800,2.982708065807021,-0.006836530468914681,2.982708065807021,-0.006836530468914681,0.0,2.9895445962759357,pass
0.05,2.0,1800,2.9877021719635803,-0.006852996571332089,2.9877021719635803,-0.0068529965713320885,-8.673617379884035e-19,2.9945551685349123,pass
0.05,2.01,1800,2.9926670102255932,-0.006873740079096626,2.9926670102255932,-0.006873740079096627,1.734723475976807e-18,2.99954075030469,pass
0.05,2.02,1800,2.9976160360077153,-0.006885553623645341,2.9976160360077153,-0.006885553623645341,0.0,3.0045015896313605,pass
0.05,2.03,1800,3.0025274985180577,-0.0069104323681720755,3.0025274985180577,-0.0069104323681720755,0.0,3.0094379308862296,pass
0.05,2.04,1800,3.007421383813802,-0.0069286310242465945,3.007421383813802,-0.0069286310242465945,0.0,3.0143500148380484,pass
