run,beta,radius,dataset_count,dphi_full_dr,dphi_full_dr_sem,dphi_energy_dr,dphi_energy_dr_sem,dphi_entropic_dr
30 dataset,0.05,1.3,30,0.7661546137095792,4.067484438881529e-05,-0.0027739037454609606,4.067484438881529e-05,0.7689285174550401
30 dataset,0.05,1.31,30,0.7603077806773519,3.698845983077125e-05,-0.002751053438336544,3.698845983077125e-05,0.7630588341156885
30 dataset,0.05,1.32,30,0.7545479499184653,3.84197260173102e-05,-0.0027301354539226433,3.84197260173102e-05,0.7572780853723879
30 dataset,0.05,1.33,30,0.7488692689371848,3.642950843931642e-05,-0.002714996244433328,3.642950843931642e-05,0.751584265181618
30 dataset,0.05,1.34,30,0.7432970515009939,3.5750647311686195e-05,-0.0026783758807613902,3.5750647311686195e-05,0.7459754273817553
30 dataset,0.05,1.35,30,0.7377824801789513,3.6106362170886715e-05,-0.0026672032962724765,3.6106362170886715e-05,0.7404496834752238
30 dataset,0.05,1.36,30,0.7323512414676042,3.546657820726457e-05,-0.0026539590408899074,3.546657820726457e-05,0.7350052005084942
30 dataset,0.05,1.37,30,0.7269997053181103,3.698631127503596e-05,-0.002640493726818218,3.698631127503596e-05,0.7296401990449285
30 dataset,0.05,1.38,30,0.7217388179303351,3.538492509551583e-05,-0.002614133295427268,3.538492509551583e-05,0.7243529512257624
30 dataset,0.05,1.39,30,0.71654095999555,3.4715600323976235e-05,-0.002600818919235744,3.4715600323976235e-05,0.7191417789147857
30 dataset,0.05,1.4,30,0.711435253974132,3.648419315690564e-05,-0.002569797948405224,3.648419315690564e-05,0.7140050519225372
30 dataset,0.05,1.41,30,0.7063692223412326,3.308037376053787e-05,-0.002571963964832733,3.308037376053787e-05,0.7089411863060653
30 dataset,0.05,1.42,30,0.7013942860144828,3.387188010149133e-05,-0.0025543567260469056,3.387188010149133e-05,0.7039486427405297
